departamento;municipio;puesto;mujeres;hombres;total;mesas;comuna;dirección
BOLIVAR;ARENAL;SABANA BAJA;33;58;91;1;;ESCUELA LA SABANA
BOLIVAR;ALTOS DEL ROSARIO;PUESTO CABECERA MUNICIPAL;2538;2927;5465;17;;IE ALEJANDRO DURAN DIAZ CLL 17A No 4-554
BOLIVAR;ALTOS DEL ROSARIO;EL RUBIO;148;180;328;1;;CORREGIMIENTO DE EL RUBIO I. E. EL RUBIO
BOLIVAR;ALTOS DEL ROSARIO;LA PACHA;852;993;1845;6;;I.E. SAGRADO CORAZON DE JESUS
BOLIVAR;ALTOS DEL ROSARIO;SAN ISIDRO;285;349;634;2;;I.E. SAN ISIDRO
BOLIVAR;ALTOS DEL ROSARIO;SANTA LUCIA;104;151;255;1;;I.E. SANTA LUCIA
BOLIVAR;ARJONA;ESC. REPUBLICA DE COLOMBIA;3066;3074;6140;19;01COMUNA 1;BARRIO LAS DELICIAS CALLE 33
BOLIVAR;ARJONA;COL BENJAMIN HERRERA;4414;3967;8381;26;02COMUNA 2;BARRIO SAN JOSE DE TURBAQUITO
BOLIVAR;ARJONA;CENTRO DE ALTO RENDIMIENTO;3580;3380;6960;21;02COMUNA 2;BARRIO LAS MARIAS VIA ROCHA
BOLIVAR;ARJONA;INST EDUC MARIA MICHELSEN DE LOPEZ;766;565;1331;4;01COMUNA 1;BARRIO 5 DE NOVIEMBRE - SECTOR LA LINEA
BOLIVAR;ARJONA;INST.EDUC.CATALINA HERRERA;2938;5105;8043;25;03COMUNA 3;CL REAL
BOLIVAR;ARJONA;ESC MIX ANGELA DORADO;4757;2271;7028;22;03COMUNA 3;CALLE CENTRAL COLOMBIA
BOLIVAR;ARJONA;ESC FRANCISCO DE PAULA SANTANDER;3964;3728;7692;24;04COMUNA 4;BARRIO EL MERCADO CALLE PORTOBELO
BOLIVAR;ARJONA;IE DOMINGO TARRA GUARDO SD MANUELA BELTR;368;288;656;2;04COMUNA 4;CALLE DEL COCO CRA 41 42 93
BOLIVAR;ARJONA;COLEGIO INDUSTRIAL DON BOSCO;2484;2961;5445;7;;BARRIO LAS MARIAS VIA A ROCHA
BOLIVAR;ARJONA;PUERTO BADEL (CAÑO SALADO);635;687;1322;4;05CORR. PUERTO BADEL CAÑO SALADO;COL DE BACHILLERATO DE PUERTO BADEL
BOLIVAR;ARJONA;GAMBOTE;706;780;1486;5;06CORREGIMIENTO DE GAMBOTE;CONC EDUC DE GAMBOTE
BOLIVAR;ARJONA;ROCHA;1231;1304;2535;7;07CORREGIMIENTO DE ROCHA;COL DE BACHILLERATO DE ROCHA
BOLIVAR;ARJONA;SINCERIN;1609;1602;3211;9;08CORREGIMIENTO DE SINCERIN;COL DE BACHILLERATO DE SINCERIN
BOLIVAR;ARROYO HONDO;PUESTO CABECERA MUNICIPAL;3353;3642;6995;21;;I.E. ROBERTO BOTERO MORALES
BOLIVAR;ARROYO HONDO;MACHADO;483;511;994;3;;ESC. NVA. DE MACHADO
BOLIVAR;ARROYO HONDO;MONROY;273;303;576;2;;ESC. NVA. DE MONROY
BOLIVAR;ARROYO HONDO;PILON;302;332;634;2;;ESC. NVA. DE PILON
BOLIVAR;ARROYO HONDO;SATO;377;399;776;3;;ESC. NVA. DE SATO
BOLIVAR;ARROYO HONDO;SAN FRANCISCO;254;299;553;2;;ESC. NVA. DE SAN FRANCISCO
BOLIVAR;BARRANCO DE LOBA;PUESTO CABECERA MUNICIPAL;3510;3997;7507;23;;CRA 4 CLL 13-45
BOLIVAR;BARRANCO DE LOBA;LOS CERRITOS;558;695;1253;4;;I.E. LUIS GUILLERMO VIDES ESCO
BOLIVAR;BARRANCO DE LOBA;RIONUEVO;282;363;645;2;;IE JORGE ELIECER GAITAN SEDE PRIMARIA
BOLIVAR;BARRANCO DE LOBA;SAN ANTONIO;710;784;1494;5;;IE SEGUNDO AMARIS MATUTE SEDE PRIMARIA
BOLIVAR;BARRANCO DE LOBA;LAS MINAS DE SANTA CRUZ;476;579;1055;3;;SEDE COOBAL CTA - CALLE PRINCIPAL
BOLIVAR;BARRANCO DE LOBA;LAS DELICIAS;248;324;572;2;;SEDE HOGARES INTEGRALES INFANT
BOLIVAR;BARRANCO DE LOBA;PUEBLITO MEJIA;259;353;612;2;;INSTITUCION EDUCATIVA PUEBLITO MEJIA
BOLIVAR;CALAMAR;PUESTO CABECERA MUNICIPAL;6357;6493;12850;39;;KR 4 #2 CASA DE LA CULTURA
BOLIVAR;CALAMAR;BARRANCA NUEVA;793;901;1694;5;;KM 8 E. PRINC. ERM SEDE BACHILLERATO
BOLIVAR;CALAMAR;BARRANCA VIEJA;677;686;1363;4;;IETA DEL YUCAL S. BCA VIEJA MEGACOLEGIO
BOLIVAR;CALAMAR;HATO VIEJO;1851;1998;3849;11;;KM 15 E. P. IETA. JOSÉ ANTONIO GALÁN
BOLIVAR;CALAMAR;SAN PEDRITO;23;26;49;1;;KM 1 VIA CALAMAR SUAN C. DEL PUENTE
BOLIVAR;CALAMAR;YUCAL;632;700;1332;4;;KM 15 E. P. IETA DEL YUCAL BACHILLERATO
BOLIVAR;CANTAGALLO;PUESTO CABECERA MUNICIPAL;2663;3207;5870;18;;I.E. JOSE MARIA CUELLAR DIAZ
BOLIVAR;CANTAGALLO;BRISAS DE BOLIVAR;528;633;1161;4;;I.E. JSE MRIA CUELLAR DIAZ SD BRISAS D BOLIV
BOLIVAR;CANTAGALLO;LAVICTORIA;109;172;281;1;;C.E. LA VICTORIA (SEDE P/PAL)
BOLIVAR;CANTAGALLO;SAN LORENZO;366;659;1025;3;;C.E. LA VICTORIA (SEDE EL CAGÜI)
BOLIVAR;CICUCO;PUESTO CABECERA MUNICIPAL;4103;4177;8280;25;;CLL 7 #3A-71 AV CAÑAGUATES IE SANTA ROSA LIMA
BOLIVAR;CICUCO;CAMPO SERENO;96;129;225;1;;I.E.S.F/CISCO DE LOBA-CAMPO SE
BOLIVAR;CICUCO;LA PEÑA;513;566;1079;3;;CENTRO DESARROLLO INFANTIL CDI CL PPAL B.CENTRO
BOLIVAR;CICUCO;PUEBLO NUEVO;67;86;153;1;;I.E.S.F/CISCO DE LOBA-PUEBLO N
BOLIVAR;CICUCO;SAN FRANCISCO DE LOBA;809;940;1749;5;;ESTADERO SOL TROPICAL CLL LA ALBARRADA B. ARRIBA
BOLIVAR;CICUCO;SAN JAVIER;109;135;244;1;;I.E.C.TEC.NRA SRA.DE M/CLARO-S
BOLIVAR;CORDOBA;PUESTO CABECERA MUNICIPAL;2453;2886;5339;16;;CLL 10 CRA 9 ESQUINA BARRIO EL CARMELO
BOLIVAR;CORDOBA;GUAIMARAL;633;752;1385;4;;I.E.TEC.AGROINDUST. DE GUAIMAR
BOLIVAR;CORDOBA;SAN ANDRES;1056;1212;2268;7;;SAN ANDRES CLL PRINCIPAL
BOLIVAR;CORDOBA;SINCELEJITO;434;505;939;3;;C.E. DE SINCELEJITO
BOLIVAR;CORDOBA;TACAMOCHO;850;1027;1877;6;;BARRIO ABAJO CORREG. TACAMOCHO
BOLIVAR;CORDOBA;MARTIN ALONZO;700;832;1532;5;;I.E.LUIS VILLAFAÑE PAREJA MART
BOLIVAR;CORDOBA;PUEBLO NUEVO;404;461;865;3;;CLL PRINCIPAL CORREG. PUEBLO NUEVO
BOLIVAR;CORDOBA;SANTA LUCIA;256;364;620;2;;I.E. DE TACAMOCHO SEDE SANTA
BOLIVAR;CORDOBA;TACAMOCHITO;271;341;612;2;;CLL PRINCIPAL CORREG TACAMOCHITO
BOLIVAR;CORDOBA;VEREDA LA SIERRA;50;83;133;1;;IE OSWALDO OCHOA SEDE LA SIERRA
BOLIVAR;CLEMENCIA;PUESTO CABECERA MUNICIPAL;5895;5939;11834;36;;Ins Edu Tec Agropecuaria San Jose de Clemencia
BOLIVAR;CLEMENCIA;EL PEÑIQUE;213;268;481;2;;I.E. Ntra Sra Del Carmen De las Caras El Peñique
BOLIVAR;CLEMENCIA;LAS CARAS;364;419;783;3;;I.E. Ntra Sra Del Carmen De las Caras Las Caras
BOLIVAR;EL CARMEN DE BOLIVAR;IE AGROEMP  JULIO CESAR TURBAY;2200;2922;5122;16;;CLL. 23 CON CR. 51 ESQUINA
BOLIVAR;EL CARMEN DE BOLIVAR;IE ESPIRITU SANTO;3131;2060;5191;16;;CR. 39 No: 27-10, BARRIO LOS MANGOS
BOLIVAR;EL CARMEN DE BOLIVAR;IE GABRIEL GARCIA TABOADA;2436;2442;4878;15;;MZ. 23 LOTE 3-58, BARRIO MINUTO DE DIOS
BOLIVAR;EL CARMEN DE BOLIVAR;IE TEC AGROEMP GABRIELA MISTRAL;1274;2639;3913;12;;KRA. 49 No. 21 -31
BOLIVAR;EL CARMEN DE BOLIVAR;IE TEC AGRO GIOVANNI CRISTINI SEDE JFK;2290;2180;4470;14;;CALLE 27A CON CRA. 36
BOLIVAR;EL CARMEN DE BOLIVAR;IE MARIA INMACULADA;2824;2880;5704;18;;CL 26 CRA. 46 ESQUINA
BOLIVAR;EL CARMEN DE BOLIVAR;IE MANUEL EDMUNDO MENDOZA;3761;5150;8911;27;;CLL 21 KRA 53
BOLIVAR;EL CARMEN DE BOLIVAR;IE TEC IND JUAN FEDERICO HOLLMAN;5403;4267;9670;29;;CLL 33 KRA 53
BOLIVAR;EL CARMEN DE BOLIVAR;BAJO GRANDE;364;447;811;3;;ESC RURAL DE BAJO GRANDE
BOLIVAR;EL CARMEN DE BOLIVAR;CARACOLI;1050;1116;2166;6;;ESC. RURAL CGTO DE CARACOLI
BOLIVAR;EL CARMEN DE BOLIVAR;CENTRO ALEGRE;94;178;272;1;;ESC. RURAL CGTO DE CTRO. ALEGR
BOLIVAR;EL CARMEN DE BOLIVAR;EL HOBO;538;694;1232;4;;ESC. RURAL CGTO EL HOBO
BOLIVAR;EL CARMEN DE BOLIVAR;EL SALADO;543;689;1232;4;;ESC. RURAL CGTO EL SALADO
BOLIVAR;EL CARMEN DE BOLIVAR;GUAMANGA;330;467;797;3;;ESC. RURAL CGTO GUAMANGA
BOLIVAR;EL CARMEN DE BOLIVAR;HATO NUEVO;237;289;526;2;;ESC. RURAL CGTO DE HATO NVO.
BOLIVAR;EL CARMEN DE BOLIVAR;JESUS DEL MONTE;60;113;173;1;;ESC. RURAL CGTO DE JESUS DEL M
BOLIVAR;EL CARMEN DE BOLIVAR;CANZONA;323;477;800;3;;ESC. RURAL CGTO LA CANZONA
BOLIVAR;EL CARMEN DE BOLIVAR;LA SIERRA;76;160;236;1;;ESC. RURAL CGTO LA SIERRA
BOLIVAR;EL CARMEN DE BOLIVAR;MACAYEPO;473;675;1148;4;;ESC. RURAL CGTO DE MACAYEPO
BOLIVAR;EL CARMEN DE BOLIVAR;LAZARO;269;414;683;2;;ESC. RURAL CGTO DE LAZARO
BOLIVAR;EL CARMEN DE BOLIVAR;ARENAS;49;78;127;1;;ESC. RURAL CGTO DE ARENAS
BOLIVAR;EL CARMEN DE BOLIVAR;RAIZAL SANTA LUCIA;508;575;1083;3;;ESC. RURAL CGTO DE RAIZAL SANT
BOLIVAR;EL CARMEN DE BOLIVAR;SAN CARLOS;185;270;455;2;;ESC. RURAL CGTO DE SAN CARLOS
BOLIVAR;EL CARMEN DE BOLIVAR;SAN ISIDRO;559;788;1347;4;;ESC. RURAL CGTO DE SAN ISIDRO
BOLIVAR;EL CARMEN DE BOLIVAR;SANTO DOMINGO DE MEZA;214;338;552;2;;ESC.RURAL CGTO DE STO DOMINGO
BOLIVAR;EL CARMEN DE BOLIVAR;VERDUM;488;647;1135;4;;ESC. RURAL CGTO DE VERDUM
BOLIVAR;EL GUAMO;PUESTO CABECERA MUNICIPAL;2124;2399;4523;14;;ESC. SANTA LUCIA CL SANTANDER
BOLIVAR;EL GUAMO;LA ENEA;200;230;430;2;;I.E.DE LA ENEA
BOLIVAR;EL GUAMO;LATA;165;210;375;2;;I.E. DE LATA
BOLIVAR;EL GUAMO;NERVITI;487;626;1113;4;;I.E. DE NERVITI
BOLIVAR;EL GUAMO;ROBLES;741;896;1637;5;;I.E. DE ROBLES
BOLIVAR;EL GUAMO;TASAJERA;130;178;308;1;;I.E. DE TASAJERA
BOLIVAR;HATILLO DE LOBA;PUESTO CABECERA MUNICIPAL;1923;2205;4128;13;;I.E. HATILLO
BOLIVAR;HATILLO DE LOBA;CERRO DE LAS AGUADAS;145;178;323;1;;I.E. HATILLO SEDE EL CERRO
BOLIVAR;HATILLO DE LOBA;EL POZON;194;260;454;2;;I.E. EL VIOLO SEDE EL POZON
BOLIVAR;HATILLO DE LOBA;JUANA SANCHEZ;609;706;1315;4;;I.E. JUANA SANCHEZ SEDE PRIMAR
BOLIVAR;HATILLO DE LOBA;LA RIBONA;520;571;1091;3;;I.E. LA RIBONA SEDE PRIMARIA.
BOLIVAR;HATILLO DE LOBA;LA VICTORIA;1070;1395;2465;7;;IE TEC AGROPECUARIA DE LA VICTORIA BACHI
BOLIVAR;HATILLO DE LOBA;LAS BRISAS;193;248;441;2;;I.E. EL VIOLO SEDE LAS BRISAS
BOLIVAR;HATILLO DE LOBA;PUEBLO NUEVO;143;211;354;1;;I.E. EL VIOLO SEDE PUEBLO NVO.
BOLIVAR;HATILLO DE LOBA;SAN MIGUEL;869;1061;1930;6;;I.E. SAN MIGUEL SEDE UNICA
BOLIVAR;EL PEÑON;PUESTO CABECERA MUNICIPAL;1581;1726;3307;10;;BARRIO LAS DELICIAS VIA A PEÑONSITO
BOLIVAR;EL PEÑON;BUENOS AIRES;229;294;523;2;;I.E.BUENOS AIRES. SEDE BARRILLERATO
BOLIVAR;EL PEÑON;CASTAÑAL;291;329;620;2;;I.E. DE CASTAÑAL. BARRIO EL CARMEN
BOLIVAR;EL PEÑON;CHAPETONA;379;460;839;3;;I.E. DE LA CHAPETONA. CALLE PRINCIPAL
BOLIVAR;EL PEÑON;LA HUMAREDA;161;198;359;1;;C.E. DE LA HUMAREDA. BARRIO ARRIBA
BOLIVAR;EL PEÑON;EL JAPON;62;103;165;1;;ESC. RURAL DE JAPON. CALLE PRINCIPAL
BOLIVAR;EL PEÑON;PEÑONCITO;508;551;1059;3;;I.E. DE PEÑONSITO. VIA AL CAMPO
BOLIVAR;MAGANGUE;COLEGIO COMUNAL VERSALLES SD SUR;2420;2225;4645;14;01COMUNA 1;COLEGIO COMUNAL VERSALLES SEDE BARRIO SUR
BOLIVAR;MAGANGUE;COLEGIO DPTAL YATI;1736;1772;3508;11;01COMUNA 1;NUEVO MEGA COLEGIO DEPTAL DE YATI - VIA PTO SALUD
BOLIVAR;MAGANGUE;I.E.COMUNAL VERSALLES SEDE PAL;3412;2908;6320;19;02COMUNA 2;CALLE 6 PAEZ No. 10 A 20
BOLIVAR;MAGANGUE;I.E.COM. VERSALLES S.ILUSION;1181;1047;2228;7;02COMUNA 2;BARRIO ALFONSO LOPEZ CRA 6A No. 10D-71
BOLIVAR;MAGANGUE;I.E. LICEO MODERNO DE LA CANDELARIA;1781;2029;3810;12;01COMUNA 1;LA CANDELARIA AV. CANDELARIA
BOLIVAR;MAGANGUE;INST.EDUC.SAN JOSE N.1;3088;2806;5894;18;03COMUNA 3;AV. SAN JOSE BR. SAN JOSE
BOLIVAR;MAGANGUE;COLISEO CUBIERTO DE ALTO R.;6306;4663;10969;33;04COMUNA 4;AV. DIEGO DE CARVAJAL B.STA RITA CL 16 CRA 25-27
BOLIVAR;MAGANGUE;LICEO JOAQUIN FDO. VELEZ;3400;2968;6368;20;05COMUNA 5;VIA CAMILO CT. P/PAL
BOLIVAR;MAGANGUE;ESC. OFICIAL CAMILO TORRES;1870;1663;3533;11;05COMUNA 5;BR. CAMILO TORRES-SC LA CANCHA
BOLIVAR;MAGANGUE;I.E. SAN JOSE No. 2;3736;4545;8281;25;03COMUNA 3;LA ESMERALDA
BOLIVAR;MAGANGUE;IE LICEO MODERNO;2095;2483;4578;6;;CLL 17 No 9-31 BARRIO OLAYA
BOLIVAR;MAGANGUE;CARCEL;12;90;102;1;;CALLE 13 N66-36
BOLIVAR;MAGANGUE;BARBOSA;704;816;1520;5;06CORREGIMIENTO BARBOSA;ESC.OFICIAL BARBOSA
BOLIVAR;MAGANGUE;BARRANCA DE YUCA;1463;1570;3033;9;07CORREGIMIENTO BARRANCA DE YUCA;CORREGIMIENTO BARRANCA YUCA
BOLIVAR;MAGANGUE;BETANIA;517;556;1073;3;08CORREGIMIENTO BETANIA;ESC.OFICIAL BETANIA
BOLIVAR;MAGANGUE;BOCAS DE SAN ANTONIO;143;218;361;1;09CORREGIMIENTO BOCAS DE SAN ANT;ESC.OFICIAL BOCAS DE S.ANTONIO
BOLIVAR;MAGANGUE;CASCAJAL;2033;2100;4133;12;10 CORREGIMIENTO CASCAJAL;ESC.OFICIAL CASCAJAL
BOLIVAR;MAGANGUE;CEIBAL;665;731;1396;4;11 CORREGIMIENTO  CEIBAL;ESC.OFICIAL CEIBAL
BOLIVAR;MAGANGUE;COYONGAL;341;391;732;3;12 CORREGIMIENTO  COYONGAL;ESC.OFICIAL COYONGAL
BOLIVAR;MAGANGUE;EL CUATRO;607;587;1194;4;13 CORREGIMIENTO  EL CUATRO;ESC.OFICIAL EL CUATRO
BOLIVAR;MAGANGUE;GUAZO;263;318;581;2;14 CORREGIMIENTO  GUAZO;ESC.OFICIAL GUAZO
BOLIVAR;MAGANGUE;HENEQUEN;1303;1303;2606;8;15 CORREGIMIENTO HENEQUEN;ESC.OFICIAL HENEQUEN
BOLIVAR;MAGANGUE;EMAUS;299;314;613;2;16 CORREGIMIENTO EMAUS;ESC.OFICIAL EMAUS
BOLIVAR;MAGANGUE;ISLA GRANDE;645;722;1367;4;17 CORREGIMIENTO ISLA GRANDE;ISLA GRANDE
BOLIVAR;MAGANGUE;JUAN ARIAS;996;972;1968;6;18 CORREGIMIENTO JUAN ARIAS;ESC.OFICIAL JUAN ARIAS
BOLIVAR;MAGANGUE;LA PASCUALA;1153;1303;2456;7;19 CORREGIMIENTO LA PASCUALA;ESC.OFICIAL LA PASCUALA
BOLIVAR;MAGANGUE;LAS BRISAS;329;395;724;2;20 CORREGIMIENTO LAS BRISAS;ESC.OFICIAL LAS BRISAS
BOLIVAR;MAGANGUE;MADRID;553;571;1124;4;21 CORREGIMIENTO MADRID;ESC.OFICIAL MADRID
BOLIVAR;MAGANGUE;PANSEGUITA;495;561;1056;3;22 CORREGIMIENTO PANSEGUITA;ESC.OFICIAL PANSEGUITA
BOLIVAR;MAGANGUE;PALMARITO;312;377;689;2;23 CORREGIMIENTO PALMARITO;ESC.OFICIAL PALMARITO
BOLIVAR;MAGANGUE;PIÑALITO;956;1066;2022;6;24 CORREGIMIENTO PIÑALITO;ESC.OFICIAL PIÑALITO
BOLIVAR;MAGANGUE;PLAYA DE LAS FLORES;111;164;275;1;25 CORREGIMIENTO PLAYA DE LAS FL;ESC.OFICIAL PLAYA DE LAS FLORE
BOLIVAR;MAGANGUE;PUERTO KENNEDY;333;380;713;2;26 CORREGIMIENTO PUERTO KENNEDY;ESC.OFICIAL PUERTO KENEDI
BOLIVAR;MAGANGUE;PUNTA DE CARTAGENA;185;239;424;2;27 CORREGIMIENTO PUNTA DE CARTAG;ESC.OFICIAL PUNTA DE CARTAGENA
BOLIVAR;MAGANGUE;EL RETIRO;829;916;1745;5;28 CORREGIMIENTO EL RETIRO;ESC.OFICIAL EL RETIRO
BOLIVAR;MAGANGUE;PUERTO NARIÑO;208;246;454;2;29CORREGIMIENTO PUERTO NARIÑO;ESC.OFICIAL PUERTO NARIÑO
BOLIVAR;MAGANGUE;ROMA;77;92;169;1;30CORREGIMIENTO ROMA;ESC.OFICIAL ROMA
BOLIVAR;MAGANGUE;SAN ANTOÑITO;198;235;433;2;31CORREGIMIENTO SAN ANTOÑITO;CORREGIMIENTO SAN ANTOÑITO
BOLIVAR;MAGANGUE;SAN JOSE DE LAS MARTAS;310;413;723;2;32CORRE. SAN JOSE DE LAS MARTAS;ESC.OFICIAL S. JOSE DE LASMART
BOLIVAR;MAGANGUE;SAN RAFAEL DE CORTINA;774;754;1528;5;33CORRE. SAN RAFAEL DE CORTINA;ESC.OFICIAL S. RAFAEL DECORTIN
BOLIVAR;MAGANGUE;SAN SEBASTIAN DE BUENAVISTA;316;401;717;2;34CORRE. SAN SEBASTIAN DE BUENAV;ESC.OFICIAL S.SEB. DE BUENAVIS
BOLIVAR;MAGANGUE;SANTA COITA;109;147;256;1;35CORREGIMIENTO SANTA COITA;ESC.OFICIAL SANTA COITA
BOLIVAR;MAGANGUE;SANTA FE;960;1036;1996;6;36CORREGIMIENTO SANTA FE;ESC.OFICIAL SANTA FE
BOLIVAR;MAGANGUE;SANTA LUCIA;510;515;1025;3;37CORREGIMIENTO SANTA LUCIA;ESC.OFICIAL SANTA LUCIA
BOLIVAR;MAGANGUE;SANTA MONICA;142;148;290;1;38CORREGIMIENTO SANTA MONICA;ESC.OFICIAL SANTA MONICA
BOLIVAR;MAGANGUE;SANTA PABLA;181;227;408;2;39CORREGIMIENTO SANTA PABLA;ESC.OFICIAL SANTA PABLA
BOLIVAR;MAGANGUE;SITIONUEVO;522;616;1138;4;40CORREGIMIENTO SITIONUEVO;ESC.OFICIAL SITIO NVO.
BOLIVAR;MAGANGUE;TACALOA;365;507;872;3;41CORREGIMIENTO TACALOA;ESC.OFICIAL TACALOA
BOLIVAR;MAGANGUE;TACASALUMA;614;689;1303;4;42CORREGIMIENTO TACASALUMA;ESC.OFICIAL TACASALUMA
BOLIVAR;MAGANGUE;TRES PUNTAS;263;320;583;2;43CORREGIMIENTO SABANETA;ESC.OFICIAL TRES PUNTAS
BOLIVAR;MAGANGUE;TOLU;217;282;499;2;44CORREGIMIENTO TOLU;ESC.OFICIAL TOLU
BOLIVAR;MAGANGUE;LA VENTURA;705;792;1497;5;45CORREGIMIENTO LA  VENTURA;CORREGIMIENTO LA VENTURA
BOLIVAR;MAGANGUE;SABANETA;116;132;248;1;46CORREGIMIENTO SABANETA;ESC.OFICIAL DE ZABANETA
BOLIVAR;MAHATES;IE CAMILO TORRES SD NUESTRA SEÑORA DEL C;2590;2740;5330;16;;PLAZA PRINCIPAL
BOLIVAR;MAHATES;IE CAMILO TORRES SD SAGRADO CORAZON DE J;2708;2900;5608;17;;PLAZA PRINCIPAL DIAGONAL AL PALACIO MUNICIPAL
BOLIVAR;MAHATES;EVITAR;780;827;1607;5;;BARRIO LA LOMA EVITAR
BOLIVAR;MAHATES;GAMERO;542;563;1105;4;;CALLE PRINCIPAL DIAGONAL A LA IGLESIA CATOLICA
BOLIVAR;MAHATES;MALAGANA;2765;2691;5456;15;;BARRIO EL CAMPO MALAGANA
BOLIVAR;MAHATES;MANDINGA;269;314;583;2;;EL PUEBLITO DE MANDINGA
BOLIVAR;MAHATES;SAN BASILIO DEL PALENQUE;1304;1330;2634;8;;DIAGONAL AL CEMENTERIO DE SAN BASILIO
BOLIVAR;MAHATES;SAN JOAQUIN;327;371;698;2;;PLAZA PRINCIPAL DE SAN JOAQUIN
BOLIVAR;MARGARITA;I.E.DE MARGARITA - SEDE MARIA BERNARDA;1047;1261;2308;7;;CALLE UNICA ZONA NORTE SECTOR 4
BOLIVAR;MARGARITA;BOTON DE LEIVA;325;350;675;2;;I.E.DE MARGARITA-BOTON DE LEIVA
BOLIVAR;MARGARITA;CAUSADO;219;233;452;2;;I.E. DE MARGARITA-SEDE CAUSAO
BOLIVAR;MARGARITA;CANTERA;216;257;473;2;;I.E DE CHILLOA-SEDE CANTERA
BOLIVAR;MARGARITA;CAÑO MONO;111;127;238;1;;I.E DE MAMONCITO-SEDE CAÑO MON
BOLIVAR;MARGARITA;COROCITO;269;324;593;2;;I.E DE MAMONCITO-SEDE COROCITO
BOLIVAR;MARGARITA;CHILLOA;404;486;890;3;;I.E DE CHILLOA-CL P/PAL
BOLIVAR;MARGARITA;DOÑA JUANA;312;385;697;2;;I.E DE CHILLOA-SEDE DOÑA JUANA
BOLIVAR;MARGARITA;GUATACA SUR;544;703;1247;4;;I.E DE GUATACA SUR-CL P/PAL
BOLIVAR;MARGARITA;LA MONTAÑA;279;351;630;2;;I.E DE LA MONTAÑA-GUATACA SUR
BOLIVAR;MARGARITA;MAMONCITO;648;747;1395;4;;I.E DE MAMONCITO-CL P/PAL
BOLIVAR;MARGARITA;SAN JOSE;250;270;520;2;;I.E DE CHILLOA-SEDE SAN JOSE
BOLIVAR;MARGARITA;SANDOVAL;239;288;527;2;;I.E DE CHILLOA-SEDE SANDOVAL
BOLIVAR;MARIA LA BAJA;I.E.T.A . D. D.R SEDE LAS DELI;480;3217;3697;12;;CALLE 07 # 10-01
BOLIVAR;MARIA LA BAJA;I.E. RAFAEL URIBE URIBE SEDE 4;2219;1102;3321;10;;KRA 18 CALLE 1 H - 70 BARRIO EL RECREO
BOLIVAR;MARIA LA BAJA;CENTRO DE INTEGRACION CIUDADANA CIC;1691;1421;3112;10;;URB. VIRGEN DEL CARMEN BARRIO CALLE PRINCIPAL
BOLIVAR;MARIA LA BAJA;I.E. RAFAEL URIBE URIBE SEDE 1;3538;2386;5924;18;;KRA 19 # 21-39
BOLIVAR;MARIA LA BAJA;I.E TEC ACUICOLA SAN FRANCSICO;1908;2032;3940;12;;KRA 14 # 26-02
BOLIVAR;MARIA LA BAJA;IETAE SAN FRANCISCO ASIS SD PTO SANT.;382;295;677;3;;PUERTO SANTANDER CRA 14
BOLIVAR;MARIA LA BAJA;INSTITUCIÓN EDUCATIVA SAN LUIS BELTRAN;340;219;559;2;;CALLE 20 BARRIO CHUMBUN
BOLIVAR;MARIA LA BAJA;CORREA;342;436;778;3;;C.E. DE CORREA
BOLIVAR;MARIA LA BAJA;ARROYO GRANDE;401;375;776;3;;ARROYO GRANDE
BOLIVAR;MARIA LA BAJA;COLÚ;297;298;595;2;;I.E.TEC. AGROPE.#2 SEDE COLU
BOLIVAR;MARIA LA BAJA;EL NISPERO;672;774;1446;4;;IETA de Flamenco Sede Níspero Arriba
BOLIVAR;MARIA LA BAJA;FLAMENCO;459;516;975;3;;I.E.TEC AGROINDUST. DE FLAMENC
BOLIVAR;MARIA LA BAJA;LOS BELLOS;739;840;1579;5;;C.E. RURAL MIXTO LOS BELLOS
BOLIVAR;MARIA LA BAJA;MAMPUJAN;488;477;965;3;;ESCUELA RURAL MIXTA DE MAMPUJ
BOLIVAR;MARIA LA BAJA;MATUYA;1115;1149;2264;7;;C.E. RURAL MIXTO DE MATUYA
BOLIVAR;MARIA LA BAJA;NUEVA FLORIDA;1130;1187;2317;7;;I.E. AGR. NVA FLORIDA SEDE #1
BOLIVAR;MARIA LA BAJA;ÑANGUMA;298;384;682;2;;C.E. ESC. RURAL MIXTA DE ÑANGUMA
BOLIVAR;MARIA LA BAJA;RETIRO NUEVO;1027;1031;2058;6;;C.E. RURAL MIXTO DE RETIRO NVO
BOLIVAR;MARIA LA BAJA;SAN JOSE DEL PLAYON;1461;1649;3110;9;;I.E.TEC. AGR. SAN JOSÉ DE PLAYON
BOLIVAR;MARIA LA BAJA;SAN PABLO;2144;2263;4407;13;;I.E.TEC.AGROINDUST. DE SAN PAB
BOLIVAR;MARIA LA BAJA;PUEBLO NUEVO;154;148;302;1;;IE RETIRO NVO S PUEB NVO CTRA TRONC VIA SN ONOFRE
BOLIVAR;MARIA LA BAJA;SAN PABLO 2 PRIMERO DE JULIO;731;606;1337;4;;IETA SAN PABLO SEDE PRIMERO DE JULIO
BOLIVAR;MARIA LA BAJA;EL SENA;394;362;756;3;;IE RAFAEL URIBE URIBE SEDE SENA
BOLIVAR;MONTECRISTO;PUESTO CABECERA MUNICIPAL;2461;3001;5462;17;;I.E. M/TECRISTO BR FLORDELESTE
BOLIVAR;MONTECRISTO;ALTO CARIBONA;74;211;285;1;;ALTO CARIBONA
